tenure,monthly_charges,total_charges,support_calls,contract_type,internet_service,payment_method,tech_support,online_security,streaming_services,churn
11,105.78,1159.66,6,Month-to-month,Fiber optic,Credit card,No,No,Yes,1
55,69.5,3796.73,6,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,1
28,33.09,902.51,0,Month-to-month,DSL,Bank transfer,No,No,Yes,0
69,89.62,6185.29,10,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1
63,40.61,2564.03,2,One year,DSL,Credit card,No,No,No,0
59,64.12,3760.25,10,One year,DSL,Electronic check,No,No,No,1
5,26.5,118.84,1,One year,Fiber optic,Bank transfer,Yes,No,No,0
51,102.53,5296.24,4,One year,Fiber optic,Bank transfer,No,No,No,0
21,32.59,753.62,1,Month-to-month,No,Electronic check,Yes,Yes,No,0
12,110.31,1336.32,4,Month-to-month,No,Electronic check,No,No,No,1
50,106.42,5253.94,4,Month-to-month,DSL,Electronic check,Yes,Yes,No,0
4,66.46,292.77,3,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,1
42,94.44,4044.19,10,Two year,Fiber optic,Mailed check,No,No,No,1
38,81.94,3182.21,6,One year,No,Bank transfer,Yes,No,No,0
25,100.31,2544.47,9,Month-to-month,DSL,Bank transfer,No,Yes,Yes,1
14,63.18,955.64,5,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,1
32,98.58,3157.23,1,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,1
11,66.25,760.16,3,Month-to-month,Fiber optic,Electronic check,No,No,Yes,1
61,114.1,6926.06,10,Month-to-month,DSL,Bank transfer,No,Yes,Yes,1
18,68.64,1250.13,6,Month-to-month,No,Mailed check,Yes,No,No,1
27,66.26,1855.5,8,Month-to-month,Fiber optic,Credit card,Yes,No,No,1
55,98.51,5388.58,8,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,1
54,102.16,5473.57,2,One year,DSL,Electronic check,Yes,Yes,Yes,0
21,75.45,1589.32,0,One year,DSL,Mailed check,No,No,No,1
44,37.98,1659.79,8,Two year,Fiber optic,Credit card,No,No,Yes,0
5,66.78,366.36,7,Month-to-month,Fiber optic,Mailed check,Yes,No,No,1
41,116.81,4766.55,6,Two year,DSL,Mailed check,Yes,No,Yes,0
59,95.3,5708.62,5,One year,Fiber optic,Mailed check,Yes,No,Yes,0
54,101.12,5396.0,9,Month-to-month,Fiber optic,Mailed check,No,No,Yes,1
22,23.28,574.85,6,Month-to-month,Fiber optic,Mailed check,Yes,No,No,1
65,66.79,4303.11,10,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1
64,84.66,5328.44,8,Month-to-month,Fiber optic,Electronic check,No,Yes,No,0
71,103.0,7324.89,5,Month-to-month,DSL,Electronic check,Yes,No,No,0
4,24.93,86.99,9,Two year,Fiber optic,Electronic check,No,No,Yes,1
65,105.24,6785.12,2,Month-to-month,DSL,Electronic check,Yes,No,No,0
15,74.84,1038.53,2,Month-to-month,Fiber optic,Mailed check,Yes,No,No,1
22,39.73,873.64,3,Month-to-month,No,Credit card,Yes,Yes,Yes,0
47,51.73,2480.1,9,Month-to-month,DSL,Electronic check,Yes,Yes,No,1
46,48.19,2245.99,9,Two year,DSL,Bank transfer,No,No,Yes,0
14,73.09,1026.1,7,Two year,Fiber optic,Bank transfer,No,Yes,No,1
50,25.17,1282.44,9,Month-to-month,DSL,Credit card,No,No,No,0
20,35.85,715.64,8,Month-to-month,DSL,Bank transfer,No,No,No,1
50,101.27,4992.01,7,Two year,Fiber optic,Mailed check,Yes,Yes,Yes,0
33,33.26,1026.54,10,Month-to-month,No,Bank transfer,Yes,Yes,Yes,0
59,43.34,2546.9,9,One year,DSL,Electronic check,No,No,No,0
43,65.34,2801.59,1,Two year,No,Credit card,Yes,Yes,No,0
12,71.71,903.07,3,One year,Fiber optic,Mailed check,No,No,No,1
40,96.36,3892.27,3,Month-to-month,Fiber optic,Electronic check,Yes,No,No,1
20,64.73,1324.86,1,Two year,Fiber optic,Bank transfer,Yes,Yes,No,1
38,98.99,3747.61,7,Two year,DSL,Bank transfer,Yes,No,No,0
3,81.83,176.46,2,One year,DSL,Bank transfer,Yes,No,No,1
28,31.31,897.28,1,Month-to-month,DSL,Bank transfer,Yes,No,Yes,0
56,35.63,2021.54,6,Two year,DSL,Bank transfer,Yes,No,No,0
13,63.7,708.67,0,Two year,No,Mailed check,No,Yes,No,1
66,59.69,3897.82,5,Two year,Fiber optic,Electronic check,No,No,No,0
37,94.35,3456.4,2,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,1
49,78.07,3831.35,2,One year,Fiber optic,Mailed check,Yes,No,Yes,0
66,58.81,3841.29,4,One year,No,Credit card,No,Yes,No,0
36,37.08,1332.97,2,Month-to-month,No,Bank transfer,Yes,Yes,No,0
54,42.68,2294.19,3,Month-to-month,Fiber optic,Electronic check,No,No,Yes,0
26,77.55,2008.34,2,One year,Fiber optic,Credit card,No,Yes,No,1
72,62.34,4452.66,6,Two year,DSL,Credit card,Yes,No,No,0
40,71.49,2827.65,2,Two year,DSL,Bank transfer,Yes,No,Yes,0
43,37.07,1540.0,9,Month-to-month,DSL,Electronic check,No,No,No,1
22,86.29,1917.38,3,Month-to-month,DSL,Mailed check,Yes,No,No,1
20,105.25,2133.56,1,Month-to-month,No,Electronic check,Yes,Yes,Yes,1
8,45.79,327.79,1,Two year,No,Electronic check,Yes,No,No,0
29,69.15,2081.38,8,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,1
40,117.55,4686.27,10,One year,Fiber optic,Bank transfer,Yes,Yes,Yes,1
30,53.32,1676.11,0,One year,Fiber optic,Electronic check,Yes,Yes,Yes,0
55,79.5,4340.39,0,Two year,DSL,Electronic check,No,No,Yes,0
16,29.02,362.99,9,Month-to-month,No,Credit card,Yes,Yes,No,1
46,80.6,3727.71,0,One year,DSL,Credit card,No,No,No,0
62,28.96,1807.95,2,Two year,Fiber optic,Mailed check,No,Yes,No,0
7,115.92,813.16,1,One year,DSL,Credit card,Yes,No,Yes,1
45,91.57,4088.54,2,Month-to-month,No,Mailed check,No,Yes,No,0
59,98.82,5828.65,4,Month-to-month,Fiber optic,Credit card,No,No,Yes,1
56,90.41,5037.4,8,Two year,Fiber optic,Electronic check,Yes,Yes,No,0
48,78.97,3775.44,1,Month-to-month,DSL,Bank transfer,No,No,Yes,0
27,64.99,1796.81,10,One year,Fiber optic,Mailed check,No,Yes,Yes,1
53,105.84,5618.73,0,One year,Fiber optic,Electronic check,No,No,No,0
35,115.68,4079.3,10,Two year,DSL,Credit card,No,Yes,Yes,0
51,69.9,3553.31,5,Month-to-month,No,Bank transfer,No,No,No,1
37,113.15,4169.45,2,One year,No,Bank transfer,Yes,No,Yes,0
57,78.33,4407.14,6,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,0
8,73.84,572.22,5,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,1
20,65.45,1142.94,10,Month-to-month,No,Electronic check,Yes,No,No,1
53,40.93,2139.78,6,Two year,DSL,Credit card,No,Yes,No,0
12,20.37,240.35,4,Two year,DSL,Electronic check,Yes,No,Yes,1
49,44.15,2191.53,0,Month-to-month,DSL,Mailed check,No,No,No,0
17,70.97,1193.06,2,Month-to-month,DSL,Electronic check,No,Yes,No,1
64,58.0,3729.38,2,One year,Fiber optic,Credit card,No,No,Yes,0
42,64.85,2614.71,6,One year,DSL,Electronic check,Yes,Yes,Yes,0
29,118.06,3420.9,2,One year,Fiber optic,Electronic check,No,No,No,1
19,55.03,961.59,10,Two year,Fiber optic,Electronic check,Yes,No,No,1
11,65.22,657.0,4,Two year,Fiber optic,Credit card,Yes,Yes,Yes,1
50,33.35,1658.14,3,Month-to-month,Fiber optic,Credit card,No,Yes,No,0
71,24.8,1824.61,3,Month-to-month,No,Mailed check,No,No,No,0
58,97.54,5675.88,6,One year,Fiber optic,Bank transfer,Yes,No,Yes,0
34,77.07,2621.29,0,Two year,DSL,Bank transfer,Yes,Yes,Yes,0
20,96.07,1920.42,6,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,1
50,34.99,1713.82,7,One year,DSL,Electronic check,No,Yes,Yes,0
10,77.18,744.6,2,Month-to-month,DSL,Mailed check,Yes,No,No,1
32,45.36,1472.89,2,Two year,No,Credit card,Yes,Yes,No,0
52,42.81,2156.85,3,One year,DSL,Electronic check,Yes,No,Yes,0
15,21.15,346.9,5,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,1
3,33.03,79.66,6,Month-to-month,DSL,Credit card,No,No,No,1
37,50.93,1925.69,0,Month-to-month,No,Credit card,No,Yes,Yes,1
40,31.69,1315.65,3,Two year,DSL,Electronic check,Yes,Yes,No,0
72,118.59,8454.83,6,One year,DSL,Electronic check,No,No,Yes,0
40,50.86,2005.32,10,One year,Fiber optic,Bank transfer,No,Yes,Yes,0
56,33.03,1806.9,1,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,0
23,39.91,827.29,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,1
11,78.77,814.84,0,Month-to-month,Fiber optic,Credit card,No,Yes,No,1
64,26.4,1811.66,9,Month-to-month,DSL,Credit card,No,Yes,No,0
8,106.24,880.4,5,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,1
56,116.15,6600.26,4,Month-to-month,Fiber optic,Bank transfer,No,No,No,0
60,44.67,2721.65,0,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,0
10,65.01,613.01,9,One year,DSL,Electronic check,Yes,Yes,No,1
39,22.21,847.1,2,Two year,Fiber optic,Credit card,No,Yes,Yes,0
28,84.07,2383.38,10,Month-to-month,No,Mailed check,Yes,No,No,1
49,61.39,3029.99,6,One year,Fiber optic,Electronic check,No,No,Yes,0
36,47.01,1663.49,8,Month-to-month,DSL,Credit card,No,No,No,1
13,40.68,453.34,8,Month-to-month,Fiber optic,Electronic check,No,No,No,1
36,85.4,3238.79,5,Two year,Fiber optic,Bank transfer,No,No,No,1
26,61.62,1595.06,2,Month-to-month,DSL,Electronic check,No,No,No,1
4,37.97,135.59,0,Month-to-month,Fiber optic,Electronic check,No,No,No,1
64,88.91,5695.91,2,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,0
38,76.51,2895.24,9,Month-to-month,DSL,Mailed check,No,Yes,Yes,0
22,105.87,2335.28,1,One year,DSL,Electronic check,Yes,No,Yes,0
2,31.75,127.85,10,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,1
31,98.57,3049.44,4,Month-to-month,DSL,Credit card,Yes,No,No,1
11,87.35,902.71,7,Two year,DSL,Mailed check,No,No,Yes,1
46,31.5,1440.92,4,Month-to-month,DSL,Credit card,No,Yes,No,0
62,89.48,5524.54,0,Month-to-month,DSL,Electronic check,No,No,Yes,0
69,64.15,4497.54,2,Two year,No,Credit card,Yes,No,No,0
64,114.5,7386.56,4,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,0
10,34.16,346.98,6,Two year,Fiber optic,Credit card,No,No,No,1
40,84.28,3307.26,4,Two year,No,Credit card,Yes,No,Yes,0
24,58.2,1335.51,9,Month-to-month,DSL,Credit card,No,No,No,1
44,115.68,5090.68,4,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,1
60,53.0,3196.82,6,Month-to-month,DSL,Bank transfer,No,No,Yes,0
62,116.22,7186.91,7,Two year,No,Bank transfer,No,No,Yes,0
17,110.15,1848.54,7,Month-to-month,DSL,Bank transfer,Yes,No,No,1
65,47.04,3027.96,6,One year,DSL,Electronic check,No,Yes,No,0
57,100.35,5718.78,2,Two year,DSL,Mailed check,Yes,Yes,Yes,0
55,119.56,6456.66,10,Two year,No,Electronic check,Yes,No,No,1
53,45.27,2344.24,1,Two year,DSL,Credit card,Yes,No,Yes,0
56,63.68,3534.73,0,One year,DSL,Credit card,Yes,No,Yes,0
9,72.02,708.56,5,Two year,DSL,Bank transfer,Yes,No,Yes,1
22,49.49,1048.09,8,Month-to-month,No,Mailed check,Yes,No,No,1
13,21.53,288.91,2,One year,Fiber optic,Credit card,Yes,Yes,Yes,1
48,42.01,2027.81,4,One year,Fiber optic,Electronic check,Yes,No,Yes,0
18,48.19,932.32,8,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,1
40,64.36,2637.53,8,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,1
17,37.11,627.99,6,One year,DSL,Electronic check,No,Yes,Yes,1
15,107.33,1586.18,3,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,1
15,90.49,1324.16,10,Month-to-month,No,Bank transfer,Yes,Yes,Yes,1
63,28.52,1784.71,1,Month-to-month,Fiber optic,Mailed check,No,No,No,0
39,85.01,3293.69,1,Two year,No,Credit card,No,No,Yes,1
13,85.37,1137.49,3,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1
32,115.62,3720.86,0,Two year,Fiber optic,Bank transfer,Yes,Yes,Yes,1
9,20.3,212.29,3,Month-to-month,Fiber optic,Mailed check,No,No,Yes,1
40,44.79,1854.56,10,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1
20,112.78,2348.74,5,Month-to-month,DSL,Credit card,No,Yes,Yes,1
63,113.21,7138.46,5,One year,DSL,Mailed check,No,Yes,Yes,0
44,92.06,4105.61,6,Two year,Fiber optic,Credit card,No,Yes,Yes,0
38,96.58,3652.46,4,One year,DSL,Credit card,No,No,No,1
60,29.15,1808.25,8,One year,DSL,Electronic check,No,No,Yes,0
71,71.39,5121.77,1,Month-to-month,No,Electronic check,Yes,Yes,Yes,0
48,43.16,2122.1,1,One year,No,Electronic check,No,No,Yes,0
18,38.12,690.86,3,Month-to-month,Fiber optic,Electronic check,No,Yes,No,1
16,101.03,1583.06,3,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,1
55,33.5,1772.77,3,Two year,DSL,Mailed check,No,No,Yes,0
39,66.87,2605.93,0,Two year,Fiber optic,Electronic check,Yes,Yes,No,0
68,113.86,7819.13,3,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,0
59,38.58,2260.73,4,Two year,Fiber optic,Credit card,No,No,No,0
62,117.8,7342.86,8,One year,No,Electronic check,No,No,No,0
13,119.43,1594.79,2,Month-to-month,DSL,Electronic check,No,No,No,1
6,75.56,439.18,2,Month-to-month,DSL,Mailed check,No,No,No,1
60,37.01,2286.42,4,Two year,Fiber optic,Credit card,No,No,Yes,0
14,51.61,577.11,9,One year,Fiber optic,Electronic check,Yes,Yes,No,1
54,62.45,3311.16,5,Month-to-month,DSL,Mailed check,No,No,No,1
4,50.93,157.94,2,One year,No,Bank transfer,Yes,No,Yes,1
39,48.06,1833.35,0,One year,No,Electronic check,No,No,Yes,0
72,117.22,8456.65,9,Month-to-month,No,Mailed check,No,Yes,Yes,0
25,35.34,898.0,7,One year,No,Electronic check,No,No,Yes,1
32,93.33,3006.26,0,Month-to-month,No,Electronic check,Yes,No,Yes,1
59,20.04,1212.16,1,One year,No,Credit card,Yes,No,No,0
63,79.62,4968.55,2,Two year,Fiber optic,Electronic check,No,No,No,0
38,111.59,4179.51,5,Two year,DSL,Bank transfer,Yes,No,Yes,0
53,48.79,2605.69,3,One year,DSL,Credit card,No,No,Yes,0
67,38.55,2551.34,3,Two year,DSL,Electronic check,No,Yes,No,0
28,85.17,2306.24,8,Two year,Fiber optic,Credit card,No,No,Yes,1
3,91.26,322.35,5,Month-to-month,No,Mailed check,Yes,No,Yes,1
22,88.8,2023.36,1,Two year,Fiber optic,Electronic check,No,No,Yes,1
38,51.93,2051.2,6,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1
72,45.22,3265.19,2,Month-to-month,DSL,Bank transfer,No,Yes,No,0
72,115.59,8353.78,8,One year,DSL,Credit card,Yes,No,No,0
62,112.33,7032.95,5,Month-to-month,Fiber optic,Credit card,Yes,No,No,1
57,65.73,3714.54,7,Month-to-month,DSL,Credit card,No,No,No,0
6,104.62,683.25,0,One year,DSL,Mailed check,Yes,No,Yes,1
32,65.23,2101.13,1,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,1
10,62.44,670.09,5,Two year,Fiber optic,Mailed check,No,No,Yes,1
3,35.68,116.34,2,Month-to-month,DSL,Electronic check,Yes,No,Yes,1
59,62.64,3760.57,0,Two year,Fiber optic,Electronic check,Yes,No,Yes,0
49,73.74,3624.44,5,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,1
59,22.25,1238.55,4,One year,DSL,Bank transfer,Yes,No,No,0
31,64.41,2069.31,8,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1
69,98.14,6724.28,5,One year,Fiber optic,Credit card,Yes,Yes,Yes,0
62,88.0,5518.65,4,Month-to-month,DSL,Electronic check,No,No,No,0
52,83.52,4338.53,0,Month-to-month,No,Credit card,No,No,No,1
41,110.96,4608.16,0,Month-to-month,Fiber optic,Electronic check,No,No,No,1
31,21.8,732.54,10,One year,Fiber optic,Bank transfer,Yes,No,Yes,1
22,75.7,1686.91,0,Two year,No,Credit card,No,No,Yes,1
4,98.73,420.35,6,Month-to-month,No,Electronic check,No,Yes,Yes,1
13,74.13,984.82,5,One year,DSL,Credit card,No,No,Yes,1
45,52.39,2256.86,4,One year,No,Credit card,Yes,Yes,Yes,0
42,33.63,1418.38,3,Month-to-month,No,Bank transfer,Yes,Yes,Yes,1
49,108.76,5273.44,10,Month-to-month,DSL,Bank transfer,Yes,Yes,No,1
20,67.08,1350.16,10,Month-to-month,Fiber optic,Mailed check,No,No,No,1
54,107.81,5764.59,7,Month-to-month,DSL,Electronic check,Yes,Yes,No,0
36,78.59,2769.99,10,Month-to-month,Fiber optic,Mailed check,No,Yes,No,1
1,87.42,167.67,7,Month-to-month,Fiber optic,Credit card,No,No,Yes,1
15,100.43,1559.92,4,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,1
17,85.92,1460.43,3,Two year,No,Electronic check,Yes,Yes,No,1
24,59.81,1444.68,1,Two year,No,Credit card,No,Yes,Yes,1
58,71.36,4126.48,6,One year,No,Credit card,No,No,Yes,0
72,100.3,7250.09,4,One year,DSL,Electronic check,No,No,Yes,0
23,57.37,1285.71,2,Month-to-month,DSL,Electronic check,No,Yes,Yes,1
46,58.81,2754.95,8,Month-to-month,No,Credit card,Yes,No,Yes,1
72,29.57,2116.39,8,Month-to-month,DSL,Credit card,No,No,Yes,0
8,111.46,870.69,10,One year,Fiber optic,Electronic check,No,Yes,No,1
59,29.1,1717.99,10,Two year,No,Credit card,Yes,No,Yes,0
59,84.82,4974.82,9,Month-to-month,DSL,Mailed check,Yes,No,Yes,1
13,61.32,813.59,10,Month-to-month,DSL,Mailed check,No,Yes,Yes,1
39,60.56,2334.97,7,One year,Fiber optic,Mailed check,No,Yes,Yes,0
28,87.96,2486.31,0,Two year,DSL,Credit card,Yes,No,Yes,0
61,26.71,1690.11,2,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,0
16,79.37,1233.95,1,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,1
2,97.2,187.87,3,Two year,DSL,Bank transfer,No,No,No,1
17,102.82,1771.01,1,Month-to-month,No,Bank transfer,No,Yes,Yes,1
30,37.05,1089.71,10,One year,Fiber optic,Bank transfer,No,No,Yes,1
13,109.74,1449.84,7,Two year,Fiber optic,Credit card,No,Yes,No,1
13,85.61,1140.7,0,Two year,DSL,Electronic check,No,Yes,No,1
43,108.19,4706.33,3,Month-to-month,Fiber optic,Mailed check,No,No,No,1
21,68.53,1408.83,4,Month-to-month,No,Electronic check,No,No,Yes,1
55,74.2,4033.86,9,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,1
40,111.9,4460.62,3,One year,Fiber optic,Bank transfer,No,No,Yes,1
15,109.99,1601.46,7,One year,DSL,Electronic check,Yes,No,No,1
52,64.82,3398.86,1,Two year,Fiber optic,Credit card,No,No,Yes,0
53,47.44,2456.23,8,Month-to-month,No,Credit card,Yes,No,Yes,1
52,59.32,3201.29,1,One year,No,Credit card,No,Yes,No,0
30,58.78,1828.2,1,Month-to-month,Fiber optic,Electronic check,No,No,No,1
33,48.69,1607.4,1,Month-to-month,No,Credit card,Yes,No,No,1
57,46.86,2714.39,9,Month-to-month,DSL,Mailed check,Yes,Yes,No,0
52,106.11,5435.88,7,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,1
9,26.99,369.08,2,Two year,DSL,Credit card,No,No,Yes,1
54,87.76,4709.53,9,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,1
1,37.28,31.26,10,Month-to-month,DSL,Electronic check,No,Yes,Yes,1
44,54.45,2303.0,9,Month-to-month,No,Mailed check,No,No,Yes,1
9,26.15,259.66,7,Month-to-month,Fiber optic,Mailed check,No,No,Yes,1
32,47.0,1448.68,6,Month-to-month,DSL,Bank transfer,No,Yes,Yes,1
15,96.84,1457.68,9,Two year,Fiber optic,Credit card,Yes,Yes,Yes,1
12,108.5,1274.79,3,Two year,Fiber optic,Bank transfer,No,No,No,1
57,42.15,2348.66,6,Month-to-month,DSL,Bank transfer,Yes,Yes,No,0
8,66.35,490.58,10,One year,DSL,Bank transfer,Yes,Yes,No,1
72,67.03,4837.45,7,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1
27,107.36,2834.65,5,Month-to-month,DSL,Bank transfer,No,No,No,1
62,96.28,5931.92,5,One year,Fiber optic,Mailed check,No,Yes,Yes,0
12,71.31,888.88,2,Month-to-month,Fiber optic,Credit card,No,Yes,No,1
65,87.07,5789.67,4,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,0
42,104.74,4422.96,9,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,1
62,20.95,1253.04,1,Month-to-month,No,Bank transfer,Yes,Yes,No,0
11,60.29,644.83,4,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1
43,110.72,4762.54,4,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,0
17,94.03,1581.04,6,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,1
32,74.28,2422.11,3,One year,DSL,Mailed check,Yes,Yes,Yes,0
40,72.96,2929.27,10,Month-to-month,DSL,Mailed check,Yes,No,No,1
23,54.78,1305.33,5,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,1
56,72.05,4019.08,8,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,1
6,85.54,579.52,3,Two year,DSL,Credit card,Yes,No,No,1
50,61.84,3083.68,10,Month-to-month,No,Electronic check,Yes,No,Yes,1
37,91.42,3333.98,5,Two year,Fiber optic,Mailed check,Yes,Yes,No,0
64,106.12,6900.55,8,Month-to-month,No,Credit card,Yes,No,Yes,0
54,35.47,1824.13,9,Two year,No,Electronic check,Yes,No,Yes,0
72,65.15,4653.86,0,Month-to-month,DSL,Mailed check,Yes,Yes,No,0
49,60.8,2947.85,7,Month-to-month,No,Mailed check,No,No,Yes,1
11,88.75,1101.67,0,Month-to-month,DSL,Bank transfer,No,No,Yes,1
49,44.99,2294.85,3,One year,No,Bank transfer,No,No,Yes,0
21,84.03,1839.33,2,One year,Fiber optic,Credit card,Yes,No,No,1
66,107.75,7094.97,3,Month-to-month,Fiber optic,Electronic check,No,Yes,No,1
63,61.81,4015.34,6,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,0
28,111.1,3129.22,8,One year,Fiber optic,Bank transfer,No,Yes,No,1
17,119.32,2077.3,8,Two year,Fiber optic,Bank transfer,Yes,Yes,No,1
6,30.61,192.64,9,Two year,No,Bank transfer,No,No,No,1
19,43.31,820.42,0,One year,No,Bank transfer,No,Yes,No,1
56,115.04,6429.65,9,Month-to-month,Fiber optic,Electronic check,No,No,Yes,1
28,115.83,3232.76,0,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,1
66,29.77,1995.24,8,Two year,DSL,Credit card,No,Yes,No,0
38,21.5,835.36,3,Two year,No,Electronic check,No,No,Yes,1
37,36.11,1334.5,2,Two year,Fiber optic,Electronic check,No,No,No,1
68,119.6,8208.28,8,One year,No,Credit card,No,No,No,0
49,38.0,1713.66,4,Two year,Fiber optic,Electronic check,No,No,No,0
43,70.25,3046.24,5,Two year,DSL,Credit card,No,Yes,Yes,0
36,104.84,3810.13,0,One year,DSL,Electronic check,No,No,Yes,0
58,22.04,1335.67,0,One year,DSL,Electronic check,No,No,No,0
13,80.45,1042.61,6,Month-to-month,Fiber optic,Electronic check,No,Yes,No,1
52,47.7,2490.8,9,One year,DSL,Bank transfer,No,Yes,No,0
58,106.23,6210.64,7,Two year,Fiber optic,Electronic check,Yes,No,Yes,0
32,48.35,1621.76,10,Month-to-month,DSL,Electronic check,No,Yes,Yes,1
60,88.68,5305.77,7,One year,Fiber optic,Electronic check,Yes,No,No,0
58,87.42,5083.71,6,Month-to-month,DSL,Electronic check,Yes,No,No,0
56,42.15,2444.33,10,Two year,Fiber optic,Electronic check,No,Yes,No,0
28,23.48,551.24,8,One year,DSL,Bank transfer,No,Yes,No,0
1,60.92,26.42,0,Two year,Fiber optic,Credit card,Yes,No,Yes,1
42,48.92,2127.93,1,One year,DSL,Electronic check,No,No,Yes,0
48,100.9,4897.83,2,Month-to-month,DSL,Electronic check,No,Yes,No,1
40,100.04,4027.72,4,Month-to-month,No,Credit card,Yes,No,No,1
63,65.7,4116.67,3,One year,DSL,Credit card,No,No,No,0
72,80.65,5762.71,3,Month-to-month,No,Credit card,No,Yes,Yes,0
4,80.43,292.16,7,One year,No,Electronic check,Yes,No,No,1
38,102.72,3980.76,7,Month-to-month,Fiber optic,Electronic check,No,No,No,1
27,62.5,1656.08,10,Two year,Fiber optic,Electronic check,Yes,Yes,No,1
9,47.54,432.93,6,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,1
16,46.5,706.31,0,Two year,Fiber optic,Bank transfer,No,No,Yes,1
56,73.62,4164.86,9,One year,Fiber optic,Electronic check,No,Yes,Yes,1
31,64.91,1985.27,3,Month-to-month,DSL,Credit card,Yes,Yes,No,1
14,64.01,891.26,0,One year,Fiber optic,Credit card,No,No,Yes,1
25,29.11,643.58,10,Two year,No,Electronic check,No,Yes,No,1
34,91.86,3042.57,4,One year,DSL,Mailed check,No,No,Yes,1
67,41.37,2772.17,2,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,0
24,39.7,886.54,2,Two year,Fiber optic,Mailed check,Yes,No,Yes,0
26,61.28,1698.53,3,Month-to-month,DSL,Credit card,Yes,No,Yes,1
20,42.78,752.52,1,Month-to-month,DSL,Credit card,Yes,Yes,Yes,0
64,78.39,4976.95,6,One year,Fiber optic,Bank transfer,Yes,No,Yes,0
10,57.15,572.34,3,Month-to-month,Fiber optic,Electronic check,No,No,No,1
67,64.89,4329.37,4,Month-to-month,DSL,Bank transfer,Yes,No,No,0
24,73.72,1714.07,1,One year,Fiber optic,Electronic check,No,No,No,0
5,40.35,153.85,5,One year,Fiber optic,Credit card,No,No,Yes,1
67,35.58,2334.33,8,Month-to-month,No,Bank transfer,No,Yes,No,0
58,108.04,6251.98,7,One year,DSL,Credit card,No,No,Yes,0
